OPPORTUNITY_ID,STAGE_NAME,LOST_REASON_C,CLOSED_LOST_NOTES_C,BUSINESS_ISSUE_C,HOW_DID_YOU_HEAR_ABOUT_US_C,CREATED_DATE,DEMO_HELD,DEMO_SET_DATE,DEMO_TIME,CLOSE_DATE,LAST_SALES_CALL_DATE_TIME,ACCOUNT_ID
006UV000006J5yDYAS,Closed Lost,No Demo Held,,,,2024-04-11 15:23:57.000,false,,2024-04-15 19:00:00.000,0024-04-30,2024-04-16 19:32:31.000,001UV000007lMNdYAM
006UV000006YHfnYAG,Closed Lost,No Demo Held,,,,2024-04-18 20:28:55.000,false,,2022-04-05 18:00:00.000,0024-05-02,2022-04-04 17:13:54.000,001UV0000088ANQYA2
006UV000006prZtYAI,Closed Lost,No Demo Held,,,,2024-04-26 18:20:22.000,false,,2024-04-29 22:00:00.000,0024-05-03,2024-04-29 22:00:23.000,001UV000008WveTYAS
006UV000002SOr4YAG,Closed Lost,Lack of Urgency,is taking forever to speak with partners and edned the call with he will call me when ready,,,2024-01-04 17:24:38.000,true,0024-01-04,2024-02-06 22:00:00.000,0024-02-27,2024-05-03 22:43:53.000,001UV000002kDxCYAU
006UV000004QtUoYAK,Closed Lost,Price,very stubborn on getting a discount of a free month trial,,,2024-02-21 14:41:42.000,true,,2024-02-20 23:00:00.000,0024-03-12,2024-03-12 21:35:09.000,001UV0000059rJzYAI
006UV000007LKZBYA4,Closed Lost,No Demo Held,,,,2024-05-10 19:59:10.000,false,0024-05-10,2024-05-13 15:30:00.000,0024-05-13,2024-05-13 15:39:13.000,001UV000009FlFzYAK
006UV000006IoUMYA0,Closed Lost,No Decision / Non-Responsive,needed to meet with partner Nick and Mike did not champion the deal the way he said he would,,,2024-04-11 13:43:21.000,true,0024-04-11,2024-04-11 19:30:00.000,0024-04-29,2024-04-24 16:22:55.000,001UV000007kxYvYAI
006UV000005ssv0YAA,Closed Lost,No Decision / Non-Responsive,,,,2024-03-29 16:23:48.000,true,,2024-03-29 16:30:00.000,0024-05-01,2024-04-16 16:16:43.000,001UV0000078YWpYAM
006UV000004dZdAYAU,Closed Lost,No Demo Held,,,,2024-02-26 21:05:39.000,false,0024-02-26,2024-02-27 13:30:00.000,0024-04-30,2024-04-16 19:08:02.000,001UV000005QuLWYA0
006UV000006PSk2YAG,Closed Lost,No Decision / Non-Responsive,"kept getting delayed for him to talk with POS rep, good deal for CL sourcing later",,,2024-04-15 13:12:45.000,true,0024-04-15,2024-04-15 13:15:00.000,0024-04-30,2024-05-01 15:00:47.000,001UV000007vSwQYAU
006UV000006ONKzYAO,Closed Lost,No Demo Held,,,,2024-04-14 14:32:47.000,false,0024-04-14,2024-04-15 19:15:00.000,0024-05-01,2024-04-15 20:54:11.000,001UV000007teATYAY
006UV000006XshJYAS,Closed Won,,,"Johnnie grew up in the restaurant that his dad started and took it over years ago. 37 years, always mostly takeout and delivery but tried to expand to more dine in just before covid. Really hurt the business not being setup for OLO and now he's trying to catch up. He's stretched so thin, even having to make his own deliveries at times. Partnering with Owner will take a huge weight off his shoulders, currently taking more than $25K a month in phone call orders!",Cold call,2024-04-18 16:49:09.000,true,0024-04-18,2024-04-18 20:00:00.000,0024-04-23,2024-04-24 05:41:27.000,001UV0000087b4fYAA
006UV000006wWgrYAE,Closed Lost,No Demo Held,"Demo was held per Marzo's request but early in demo it was DQ for bad fit bc their big push is to have a subscription model for meal prepped packages similar to Factor, which is something we can't really do. Per Marzo this is a DQ/ Bad fit",,,2024-04-30 16:07:23.000,false,0024-04-30,2024-05-02 21:00:00.000,0024-04-30,,001UV000008gjYuYAI
006UV000005GosRYAS,Closed Won,,,"Has an app but doesn't like it, not direct olo currently outside of app. Needs help w customer acquisition. Retention is great but limited vis on google. Loves all in one solution concept.",Facebook/IG,2024-03-13 12:35:30.000,true,0024-03-13,2024-03-14 13:00:00.000,0024-03-15,2024-03-06 19:59:00.000,001UV000006Jid8YAC
006UV000003F7sHYAS,Closed Lost,No Decision / Non-Responsive,,,,2024-01-24 19:41:42.000,true,0024-01-24,2024-01-24 19:30:00.000,0024-03-07,2024-05-03 18:08:28.000,001UV000003fyTEYAY
006UV000006JC0SYAW,Closed Lost,No Demo Held,,,,2024-04-11 16:18:38.000,false,,2024-04-18 16:00:00.000,0024-05-03,2024-04-18 15:34:18.000,001UV000007lXqzYAE
006UV0000072wiDYAQ,Closed Lost,Other,"Older owners, really not tech savvy and very confused about what we actually do. Really weren't interested in a new online solution.",,,2024-05-02 23:02:38.000,true,,2024-05-03 21:30:00.000,0024-05-03,2024-05-03 21:33:50.000,001UV000008qEYcYAM
006UV000006n9jVYAQ,Closed Lost,No Decision / Non-Responsive,,,,2024-04-25 20:09:44.000,true,0024-04-26,2024-04-26 15:15:00.000,0024-05-05,2024-05-05 17:40:14.000,001UV000008TNhVYAW
006UV000006uxOXYAY,Closed Lost,Not a Decision Maker,we met with Cindy who runs marketing but she has a boss who is the ultimate DM,,,2024-04-29 20:56:26.000,true,0024-04-29,2024-05-06 20:00:00.000,0024-05-06,2024-05-06 20:19:21.000,001UV000008eeADYAY
006UV000006ui6AYAQ,Closed Lost,No Demo Held,,,,2024-04-29 20:06:18.000,false,0024-04-29,2024-04-30 14:00:00.000,0024-05-07,2024-05-07 13:33:21.000,001UV000008eKOQYA2
006UV0000065MCZYA2,Closed Lost,No Demo Held,,,,2024-04-04 21:24:58.000,false,0024-04-04,2024-04-05 15:30:00.000,0024-05-06,2024-04-22 22:20:05.000,001UV000007RmniYAC
006UV000005q7SLYAY,Closed Lost,No Demo Held,,,,2024-03-28 12:40:27.000,false,0024-03-28,2024-03-30 16:30:00.000,0024-05-06,2024-04-22 22:26:20.000,001UV0000074eioYAA
006UV000004SHV4YAO,Closed Lost,No Demo Held,,,,2024-02-21 21:08:08.000,false,0024-02-21,2024-05-07 15:00:00.000,0024-04-03,2024-02-28 20:31:38.000,001UV000005BgAlYAK
006UV000006HUKnYAO,Closed Lost,No Demo Held,,,,2024-04-10 20:14:51.000,false,0024-04-10,2024-04-17 15:30:00.000,0024-05-16,2024-05-02 17:56:29.000,001UV000007in4LYAQ
006UV000005I897YAC,Closed Lost,No Demo Held,,,,2024-03-13 19:31:35.000,false,0024-03-13,2024-03-14 17:00:00.000,0024-04-23,2024-04-09 20:48:14.000,001UV000006LGXwYAO
006UV0000075crpYAA,Closed Lost,No Demo Held,,,,2024-05-03 21:13:31.000,false,0024-05-03,2024-05-07 19:30:00.000,0024-05-22,2024-05-08 21:14:46.000,001UV000008tTKvYAM
006UV000007Fo8YYAS,Closed Lost,No Demo Held,,,,2024-05-08 19:14:18.000,false,,2024-05-20 19:00:00.000,0024-06-04,2024-05-14 20:09:22.000,001UV0000098NBzYAM
006UV000007ARSjYAO,Closed Lost,Franchise,,,,2024-05-06 19:13:00.000,false,,2024-05-07 15:00:00.000,0024-05-09,2024-05-06 19:11:48.000,001UV0000090BXmYAM
006UV000007HskmYAC,Closed Lost,Franchise,,,,2024-05-09 16:30:23.000,false,,,0024-05-09,2024-05-09 17:23:30.000,001UV000009BL8rYAG
006UV000006QlvvYAC,Closed Lost,No Demo Held,,,,2024-04-15 20:18:33.000,false,0024-04-15,2024-04-16 15:30:00.000,0024-05-13,2024-04-29 18:59:08.000,001UV000007x6S8YAI
006UV000006Y0dFYAS,Closed Lost,No Demo Held,,,,2024-04-18 17:29:24.000,false,0024-04-18,2024-04-18 21:00:00.000,0024-05-14,2024-04-30 20:45:43.000,001UV0000087mphYAA
006UV000005Y8jRYAS,Closed Lost,No Demo Held,,,,2024-03-20 16:06:33.000,false,,2024-04-01 20:00:00.000,0024-05-14,2024-05-01 00:02:27.000,001UV000006g4jhYAA
006UV000007Ac6PYAS,Closed Lost,No Demo Held,,,,2024-05-06 19:59:39.000,false,0024-05-06,2024-05-14 20:30:00.000,0024-05-15,2024-05-14 20:02:09.000,001UV00000906I1YAI
006UV000006kuTZYAY,Closed Lost,No Demo Held,,,,2024-04-24 21:42:23.000,false,0024-04-24,2024-04-30 20:00:00.000,0024-05-16,2024-05-01 21:25:12.000,001UV000008QOy9YAG
006UV000007AL3xYAG,Closed Lost,Other,,,,2024-05-06 18:43:52.000,false,,2024-05-07 18:00:00.000,0024-05-16,2024-05-08 18:34:58.000,001UV00000903vBYAQ
006UV0000072K0DYAU,Closed Lost,No Demo Held,,,,2024-05-02 18:39:26.000,false,0024-05-02,2024-05-06 16:30:00.000,0024-05-20,2024-05-02 18:37:50.000,001UV000008pCFUYA2
006UV000004ch3FYAQ,Closed Lost,No Demo Held,,,,2024-02-26 15:39:49.000,false,,2024-03-27 18:30:00.000,0024-04-25,2024-06-20 18:12:59.000,001UV000005PUg1YAG
006UV000006BUAbYAO,Closed Lost,No Demo Held,,,,2024-04-08 15:26:53.000,false,,2024-04-10 22:00:00.000,0024-05-23,2024-05-09 23:41:40.000,001UV000007aTnSYAU
006UV000006nT8fYAE,Closed Lost,No Demo Held,,,,2024-04-25 20:36:24.000,false,,,0024-05-24,2024-05-10 20:49:38.000,001UV000008TcdCYAS
006UV000005VCDJYA4,Closed Lost,No Demo Held,,,,2024-03-19 15:01:14.000,false,0024-03-19,2024-03-20 17:00:00.000,0024-04-05,2024-03-22 20:11:36.000,0014x000029SJSAAA4
006UV0000079wqLYAQ,Closed Lost,No Demo Held,,,,2024-05-06 16:45:58.000,false,0024-05-06,2024-05-14 18:00:00.000,0024-05-27,2024-05-14 15:23:15.000,001UV000008zVWvYAM
006UV000007AZWkYAO,Closed Lost,No Demo Held,,,,2024-05-06 20:38:08.000,false,,2024-05-15 16:00:00.000,0024-05-27,2024-05-15 15:21:36.000,001UV0000090Oy3YAE
006UV000006aDhdYAE,Closed Lost,No Demo Held,,,,2024-04-19 14:40:52.000,false,,2024-04-20 15:00:00.000,0024-06-04,2024-05-21 20:20:28.000,001UV000008ASkoYAG
006UV000006abopYAA,Closed Lost,No Demo Held,,,,2024-04-19 18:11:44.000,false,0024-04-19,2024-04-22 19:30:00.000,0024-06-06,2024-05-23 16:55:15.000,001UV000008BD2DYAW
006UV0000037vSsYAI,Closed Lost,No Demo Held,,,,2024-01-22 17:20:33.000,false,,2024-02-21 14:00:00.000,0024-02-19,2024-05-22 14:28:26.000,001UV000003X35VYAS
006UV000005L2taYAC,Closed Lost,No Demo Held,,,,2024-03-14 21:03:02.000,false,0024-03-14,2024-03-19 15:00:00.000,0024-04-23,2024-05-21 15:35:16.000,001UV000006PN4fYAG
006UV000003z37KYAQ,Closed Lost,Other,,,,2024-02-09 17:07:28.000,false,,2024-03-04 19:15:00.000,0024-06-11,2024-06-04 16:38:16.000,001UV000004ZmDyYAK
006UV0000079Yo2YAE,Closed Lost,No Demo Held,,,,2024-05-06 14:58:49.000,false,,2024-05-06 20:30:00.000,0024-06-14,2024-05-30 15:15:35.000,001UV000008yyr7YAA
006UV000007hXuMYAU,Closed Lost,Bad Fit,food hall,,,2024-05-21 14:50:14.000,false,,2024-06-03 17:00:00.000,0024-06-18,2024-06-19 13:30:15.000,001UV000009kzRVYAY
006UV000007kObDYAU,Closed Lost,No Demo Held,,,,2024-05-22 16:30:23.000,false,,2024-05-22 19:00:00.000,0024-06-14,2024-06-20 20:35:42.000,001UV000009ouzVYAQ
006UV000006pxHAYAY,Closed Lost,No Demo Held,,,,2024-04-26 19:27:54.000,false,,2024-04-27 15:00:00.000,0024-05-14,2024-06-28 14:02:55.000,001UV000008X29lYAC
006UV000007J3hJYAS,Closed Lost,No Demo Held,"Cousin/Uncle is going through, put on hold.",,,2024-05-09 23:13:53.000,false,,2024-05-22 18:00:00.000,0024-05-20,2024-06-25 17:23:44.000,001UV000009Cz8zYAC
006UV000006JmiDYAS,Closed Lost,Other,His brother is not interested and will not move forward bc of that.,"3rd party commissions, wants to increase direct online sales, currently 5K a month in Toast OLO. Wants to offer catering online also on website!",Facebook/IG,2024-04-11 19:29:16.000,true,0024-04-11,2024-04-11 19:00:00.000,0024-05-07,2024-05-07 20:09:22.000,001UV000007mLSjYAM
006UV000006MWQnYAO,Closed Lost,Other,Sold restaurant,,,2024-04-12 22:00:00.000,true,0024-04-12,2024-04-15 19:00:00.000,0024-05-07,2024-05-08 16:26:02.000,001UV000007qUZ6YAM
006UV000006JrpxYAC,Closed Lost,Lack of Urgency,partial sticking point was Toast loyalty,,,2024-04-11 19:56:12.000,true,0024-04-11,2024-04-12 15:00:00.000,0024-05-07,2024-05-08 14:33:25.000,001UV000007mLpKYAU
006UV000006nB0TYAU,Closed Lost,POS Integration,needs checkmate or spoton int.,,,2024-04-25 18:59:42.000,true,0024-04-25,,0024-05-07,2023-01-31 22:28:55.000,001UV000008TMQNYA4
006UV000006K4aHYAS,Closed Lost,Not a Decision Maker,"Marco the son texted back saying ""my dad will reach out when he is ready""",,,2024-04-11 21:19:17.000,false,0024-04-11,2024-05-07 18:30:00.000,0024-05-07,2024-05-07 18:22:53.000,001UV000007mkEEYAY
006UV000006uQcIYAU,Closed Lost,Lack of Urgency,,,,2024-04-29 18:10:41.000,true,0024-04-29,2024-04-30 17:00:00.000,0024-05-08,2024-04-30 18:05:42.000,001UV000008dvmbYAA
006UV000005Bm4tYAC,Closed Lost,Lack of Urgency,first year with this business so not sure how things will play out but right now can barely keep up with orders. says its the busiest season so doesnt know how it will be in a couple of months so we can talk then.,,,2024-03-11 17:49:12.000,true,0024-03-11,2024-03-13 17:30:00.000,0024-03-20,2024-05-09 16:40:24.000,001UV0000068y0PYAQ
006UV0000079k61YAA,Closed Lost,Other,Didn't like the delivery fees/additional fees to the customer,,,2024-05-06 15:40:00.000,true,0024-05-06,2024-05-06 15:30:00.000,0024-05-08,2024-05-08 16:13:56.000,001UV000008zB5BYAU
006UV000006k8jtYAA,Closed Lost,Lost to Competitor,Pretty in love with spothopper. Has been with them for 8+ years and loves everything they've done for him. Really not interested in another solution.,,,2024-04-24 17:25:34.000,true,,2024-04-24 18:00:00.000,0024-05-08,2024-05-09 14:28:44.000,001UV000008P4LcYAK
006UV000006VOIlYAO,Closed Lost,Price,,,,2024-04-17 18:08:32.000,true,0024-04-17,2024-04-17 18:00:00.000,0024-04-18,2024-04-17 18:06:11.000,001UV00000848jyYAA
006UV000004IUIJYA4,Closed Lost,Price,"kept asking for a discount, then ghosted",,,2024-02-17 20:00:54.000,true,0024-02-22,2024-02-22 19:00:00.000,0024-03-25,2024-05-09 18:39:59.000,001UV000004yqhkYAA
006UV000002jZ3jYAE,Closed Lost,Price,,,,2024-01-11 20:01:41.000,true,0024-01-11,2024-01-21 20:00:00.000,0024-01-16,2024-05-03 19:40:10.000,001UV0000033u0lYAA
006UV000003pOBSYA2,Closed Lost,No Demo Held,,,,2024-02-06 15:54:37.000,false,0024-02-06,2024-02-06 15:45:00.000,0024-02-27,2024-02-06 15:50:41.000,001UV000004NHicYAG
006UV000003dRbKYAU,Closed Lost,No Budget / Lost Funding,,,,2024-02-02 00:27:11.000,true,0024-02-01,2024-02-02 00:00:00.000,0024-02-05,2024-02-01 23:48:07.000,001UV0000049QKLYA2
006UV000002ri8DYAQ,Closed Lost,No Decision / Non-Responsive,Jenn was deciding between us and another company. She wants a company that also does social media posts. Non-responsive,,,2024-01-15 18:14:40.000,true,0024-01-15,2024-01-15 19:00:00.000,0024-02-22,2024-02-23 19:12:55.000,001UV000003DJRJYA4
006UV00000461lVYAQ,Closed Lost,Price,Said the price was expensive and that he asked people about our platform and they didn't have good results...digging into this,,,2024-02-12 21:57:11.000,true,0024-02-12,2024-02-21 15:30:00.000,0024-02-26,2024-02-26 15:34:52.000,001UV000004ibhVYAQ
006UV000004MGv9YAG,Closed Lost,POS Integration,"a mountain of objections - doesn't have llc for app, doesn't know if it will work, worried about change if they don't like it, not sure if $500 is worth it. skytab integration. Might come around eventually",,,2024-02-19 20:31:39.000,true,0024-02-19,2024-02-21 03:30:00.000,0024-02-27,2024-02-28 01:21:01.000,001UV0000053tt8YAA
006UV000004VGFtYAO,Closed Lost,Lack of Urgency,reach back out early may,,,2024-02-22 21:41:30.000,true,0024-02-22,2024-02-26 19:00:00.000,0024-03-06,2024-03-07 18:14:18.000,001UV000005FvCnYAK
006UV000005KiBhYAK,Closed Lost,Lost to Competitor,went with another competitor before demo,,,2024-03-14 18:17:00.000,false,,2024-03-14 23:00:00.000,0024-03-15,2024-04-13 15:51:24.000,001UV000006OubyYAC
006UV000004Y2l4YAC,Closed Lost,Lack of Urgency,"this was never a demo with the dm, it was always with the champion who was the son of the owner and their friend. eventualy the owners got busy and the champion lost selling drive, they hav other priorities, may be worth it to reach out later",,,2024-02-23 22:09:46.000,true,,2024-02-28 22:00:00.000,0024-03-20,2024-03-13 18:26:33.000,001UV000005JkkGYAS
006UV000005CRXqYAO,Closed Lost,Other,happy with his current tech stack and doesn't want to pay 499,,,2024-03-11 20:07:56.000,true,0024-03-11,2024-03-11 20:15:00.000,0024-03-21,2024-03-22 18:59:42.000,001UV0000069pCkYAI
006UV0000045WZdYAM,Closed Lost,Missing Features,Needs a specific catering report showing totaled items ordered per item category.,,,2024-02-12 19:09:12.000,true,0024-02-12,2024-02-16 18:00:00.000,0024-03-04,2024-03-13 18:37:07.000,001UV000004hw6TYAQ
006UV000003BgjlYAC,Closed Lost,No Decision / Non-Responsive,lack of urgency and then ended up ghosting...keep following up periodically,,,2024-01-23 18:54:15.000,true,0024-01-23,2024-01-23 19:00:00.000,0024-03-06,2024-04-05 16:22:13.000,001UV000003bvVRYAY
006UV000006TV3NYAW,Closed Lost,Price,"Marzo and I went in hard on him, his business is not doing that great and only gets like 1 order a day through his online. Not a believer and not super savvy operator. Food looks amazing and killer reviews, he'll be back one day when he realized nothing is changing",,,2024-04-16 20:36:04.000,true,0024-04-16,2024-04-17 18:15:00.000,0024-04-18,2024-04-18 20:37:31.000,001UV0000081FJlYAM
006UV000005axmfYAA,Closed Lost,No Demo Held,,,,2024-03-21 16:45:06.000,false,0024-03-21,2022-09-09 02:15:00.000,0024-04-23,2024-06-01 03:33:05.000,001UV000006jv0HYAQ
006UV000005nqXFYAY,Closed Lost,No Decision / Non-Responsive,,,,2024-03-27 14:11:07.000,false,,2024-03-27 13:45:00.000,0024-04-10,2024-03-27 13:53:55.000,001UV000006ZnSEYA0
006UV000006kQVXYA2,Closed Lost,No Decision / Non-Responsive,Never got to pricing in demo. She scheduled for finish the demo and then rescheduled those and eventually just stopped responding,,,2024-04-24 19:16:44.000,true,0024-04-24,2024-04-25 21:30:00.000,0024-05-10,2024-05-10 16:06:29.000,001UV000008PjgUYAS
006UV0000047SgRYAU,Closed Lost,Lack of Urgency,,,,2024-02-13 15:19:39.000,true,0024-02-15,2024-02-15 18:30:00.000,0024-04-14,2024-05-10 19:42:23.000,001UV000004kHevYAE
006UV000006TacXYAS,Closed Lost,No Decision / Non-Responsive,,Old trash website with old POS olo business software solutions. Knows it is outdated and could improve. No upsell feature which could increase sales $14K in just one of his locations in Jessup!!! Doing 70% of orders to go over the phone,,2024-04-16 21:12:19.000,true,0024-04-16,2024-04-17 15:00:00.000,0024-05-14,2024-04-29 13:58:35.000,001UV0000081A8sYAE
006UV0000065ZCzYAM,Closed Lost,No Demo Held,,,,2024-04-04 22:27:24.000,false,0024-04-04,2024-04-29 16:15:00.000,0024-05-13,2024-04-29 16:07:44.000,001UV000007RrdjYAC
006UV000005qjpNYAQ,Closed Lost,No Demo Held,,,,2024-03-28 16:22:20.000,false,0024-03-28,2024-03-29 20:30:00.000,0024-05-13,2024-03-29 20:35:25.000,001UV0000075ZCPYA2
006UV000006HlYXYA0,Closed Lost,No Decision / Non-Responsive,pays 175 for chownow and doesn't wanna pay more for something similar in his eyes,,,2024-04-10 22:14:59.000,true,0024-04-10,2024-04-18 16:00:00.000,0024-04-22,2024-05-14 20:56:44.000,001UV000007jIGBYA2
006UV000007Kz4vYAC,Closed Lost,No Demo Held,,,,2024-05-10 17:56:30.000,false,0024-05-10,2024-05-14 16:00:00.000,0024-05-15,2024-05-10 17:55:00.000,001UV000009FQbJYAW
006UV000004S9kQYAS,Closed Lost,No Decision / Non-Responsive,,,,2024-02-21 21:00:59.000,true,0024-02-21,2024-02-22 18:00:00.000,0024-04-01,2024-05-15 21:04:48.000,001UV000005BeTuYAK
006UV0000079gFKYAY,Closed Lost,Lack of Urgency,,,,2024-05-06 15:53:57.000,true,,2024-05-07 14:30:00.000,0024-05-07,2024-05-07 14:21:21.000,001UV000008z6iEYAQ
006UV000006VCKnYAO,Closed Lost,No Decision / Non-Responsive,,,,2024-04-17 16:26:52.000,true,0024-04-17,2024-04-17 16:00:00.000,0024-05-16,2024-05-01 19:08:01.000,001UV0000083rBFYAY
006UV000006xGyAYAU,Closed Lost,No Demo Held,,,,2024-04-30 19:30:32.000,false,,2024-04-30 23:00:00.000,0024-05-15,2024-04-30 19:27:35.000,001UV000008i0cQYAQ
006UV000006Bdx4YAC,Closed Lost,Price,great demo; price leading to be non-responsive,,,2024-04-08 17:23:35.000,true,0024-04-08,2024-04-24 16:00:00.000,0024-05-16,2024-05-16 18:33:43.000,001UV000007b7MfYAI
006UV000005OVe5YAG,Closed Lost,,,,,2024-03-15 21:47:34.000,true,0024-03-18,2024-03-18 21:45:00.000,0024-03-29,2024-05-16 18:37:49.000,001UV000006TJYWYA4
006UV000007KrDpYAK,Closed Lost,Lack of Urgency,,,,2024-05-10 17:09:22.000,true,,2024-05-10 21:15:00.000,0024-05-17,2024-05-17 14:34:41.000,001UV000009FGX7YAO
006UV000004xnvGYAQ,Closed Lost,Lack of Urgency,"scared of changing website and losing current sales, asked me to call in june when things are more calm",,,2024-03-05 19:10:44.000,true,0024-03-05,2024-03-11 14:30:00.000,0024-05-16,2024-05-17 18:15:32.000,001UV000005qujDYAQ
006UV000005O1piYAC,Closed Lost,Lost to Competitor,has contract with some other marketing company,,,2024-03-15 18:54:31.000,true,0024-03-15,2024-03-18 19:30:00.000,0024-03-27,2024-05-20 16:14:25.000,001UV000006SbAuYAK
006UV000006mT97YAE,Closed Lost,Price,,,,2024-04-25 15:00:59.000,true,,2024-04-25 20:15:00.000,0024-05-19,2024-05-20 17:17:17.000,001UV000008SRofYAG
006UV000006f7oTYAQ,Closed Lost,Lack of Urgency,"was a verbal to sign up and then said ""he likes to take his time"" probably a waste of time",,,2024-04-22 17:12:36.000,true,0024-04-22,2024-04-22 19:00:00.000,0024-04-30,2024-05-20 20:35:22.000,001UV000008I4dFYAS
006UV000006kFYUYA2,Closed Lost,No Demo Held,,,,2024-04-24 18:04:39.000,false,,2024-04-25 21:00:00.000,0024-05-09,2024-05-22 15:59:52.000,001UV000008PRwXYAW
006UV000004MjQnYAK,Closed Lost,Lack of Urgency,"Christy is in her ""phasing out"" stage where she's ran the business for so long and growth is not a priority for her any more. She's looking to wind down and retire.",,,2024-02-19 22:42:38.000,true,0024-02-19,2024-02-23 17:00:00.000,0024-05-31,2024-05-31 16:20:11.000,001UV0000054H14YAE
006UV000003txXBYAY,Closed Lost,No Decision / Non-Responsive,,,,2024-02-07 22:51:10.000,true,0024-02-07,2024-03-08 17:30:00.000,0024-03-27,2024-06-27 23:44:41.000,001UV000004TKXKYA4
006UV000007L2ArYAK,Closed Lost,No Decision / Non-Responsive,,,,2024-05-10 18:14:04.000,true,0024-05-10,2024-05-10 21:00:00.000,0024-05-20,2024-05-20 16:04:27.000,001UV000009FVEPYA4
006UV000006uUmLYAU,Closed Lost,No Demo Held,,,,2024-04-29 18:23:12.000,false,,2024-05-06 18:15:00.000,0024-05-21,2024-05-07 18:28:49.000,001UV000008dzOnYAI
006UV000004h9SMYAY,Closed Lost,Price,"not going to move forward right now, couldn't justify the 499 monthly fee and doesn't believe with our platform he'll be able to justify that cost",,,2024-02-28 01:25:28.000,true,0024-02-27,2024-05-10 15:00:00.000,0024-05-21,2024-05-22 15:07:11.000,001UV000005VUdGYAW
006UV0000053RIZYA2,Closed Lost,No Decision / Non-Responsive,ghosted all follow up,,,2024-03-07 19:37:12.000,true,0024-03-07,2024-03-08 17:30:00.000,0024-03-28,2024-05-22 17:32:28.000,001UV000005yLJfYAM
006UV000006bPgjYAE,Closed Lost,Lack of Urgency,,,,2024-04-19 22:58:59.000,true,,2024-04-19 23:00:00.000,0024-05-19,2024-05-20 17:19:19.000,001UV000008CMg5YAG
006UV000003C5a7YAC,Closed Lost,Lack of Urgency,"absolutely zero urgency says he's too busy and thinking about a lot of things ""How do I know it will work"" won't call the restaurant down the street to talk to them",,,2024-01-23 21:15:16.000,true,0024-01-23,2024-03-30 15:30:00.000,0024-01-30,2024-05-22 17:24:36.000,001UV000003cQe8YAE
006UV000006f7BlYAI,Closed Lost,Lack of Urgency,,,,2024-04-22 17:09:50.000,true,0024-04-22,2024-04-22 19:00:00.000,0024-05-21,2024-05-22 17:21:45.000,001UV000008I1aYYAS
006UV000004BQw9YAG,Closed Lost,Lack of Urgency,,,,2024-02-14 20:57:32.000,true,0024-02-14,2024-02-20 17:00:00.000,0024-03-07,2024-05-22 21:32:47.000,001UV000004pbHnYAI
006UV0000052XEkYAM,Closed Lost,No Decision / Non-Responsive,,"Wanting to save from the 3p's. Seeing 10K/month come through them with very high commission fees. currently no OLO, no Marketing, no loyalty, needs all of it, including SEO as they are not showing up in the search results but instead their direct competitor comes up.",,2024-03-07 13:42:27.000,true,0024-03-08,2024-03-08 21:00:00.000,0024-05-27,2024-06-20 18:15:20.000,001UV000005x1JmYAI
006UV000005hJyzYAE,Closed Lost,No Decision / Non-Responsive,Haven't been able to make progress since expo.,,,2024-03-24 19:41:48.000,true,0024-03-24,,0024-05-08,2024-06-20 18:11:36.000,001UV000006rdhKYAQ
006UV000007XooQYAS,Closed Lost,No Demo Held,,,,2024-05-16 17:59:17.000,false,0024-05-16,2024-05-18 19:00:00.000,0024-06-05,2024-06-20 18:14:32.000,001UV000009XXhdYAG
006UV000003mZg6YAE,Closed Lost,No Decision / Non-Responsive,,,,2024-02-05 17:56:54.000,true,0024-02-05,2024-02-08 21:30:00.000,0024-02-27,2024-06-20 18:14:02.000,001UV000004Js8uYAC
006UV0000053mjZYAQ,Closed Lost,Price,,,,2024-03-07 20:15:34.000,true,0024-03-07,2024-04-30 22:30:00.000,0024-05-12,2024-06-27 20:11:58.000,001UV000005ygRJYAY
006UV000002eNxfYAE,Closed Lost,No Decision / Non-Responsive,"very short demo, she was cooking while talking to me and then hung up. Never engaged.",,,2024-01-09 22:06:44.000,true,0024-01-09,2024-01-26 19:00:00.000,0024-01-29,2024-06-20 18:11:18.000,001UV000002xuBZYAY
006UV000006MHZpYAO,Closed Lost,No Demo Held,,,,2024-04-12 20:04:57.000,false,0024-04-12,2024-04-15 18:00:00.000,0024-04-29,2024-06-03 15:26:38.000,001UV000007qAnFYAU
006UV000007hrTIYAY,Closed Lost,No Demo Held,,,,2024-05-21 17:01:46.000,false,,2024-05-28 16:00:00.000,0024-06-12,2024-05-28 22:05:34.000,001UV000009lPh3YAE
006UV000007ACALYA4,Closed Lost,No Demo Held,,,,2024-05-06 18:01:45.000,false,,2024-05-16 14:00:00.000,0024-06-14,2024-05-31 16:50:18.000,001UV000008ztJ7YAI
006UV000005uaFdYAI,Closed Lost,No Demo Held,,,,2024-03-30 21:05:53.000,false,,2024-04-01 15:00:00.000,0024-05-27,2024-05-28 13:07:27.000,001UV000007BgftYAC
006UV000002b5qnYAA,Closed Lost,No Demo Held,,,,2024-01-08 18:00:25.000,false,0024-01-08,2024-01-11 20:00:00.000,0024-04-28,2024-05-29 18:29:22.000,001UV000002u2sPYAQ
006UV000007I92PYAS,Closed Lost,Bad Fit,bddlow egmv,,,2024-05-09 17:02:39.000,false,0024-05-09,2024-05-13 14:00:00.000,0024-06-03,2024-05-24 14:10:54.000,001UV000009BV3RYAW
